id,actionId,solicitanteId,tipoSolicitante,justificativa,camposAjustar,status,justificativaAdmin,createdAt,evaluatedAt,evaluatedBy,dadosAntesAjuste,dadosAposAjuste,approvedByLeaderAt,approvedByLeaderId
330009,900677,1290046,colaborador,"Gostaria de alterar o prazo de 30/03/2026 para 30/05/2026, para que possa ter tempo suficiente de realizar as ações, levando em consideração as outras demandas de trabalho.","{""camposSelecionados"":[""Prazo""]}",aprovada,,2026-02-13 19:51:19,2026-02-23 14:53:32,1,"{""titulo"":""Proposição Estruturada de Melhorias Processuais"",""descricao"":""Detalhes da ação (Descrição da Ação)\nO que fazer: Propor melhorias processuais de forma estruturada, atuando como agente de melhoria contínua com foco em processos e qualidade. \n\nComo fazer: Mapear um processo recorrente da rotina de trabalho, identificar gargalos e oportunidades de melhoria, realizar sessões de brainstorm com colegas envolvidos, e elaborar uma proposta executiva contendo descrição das melhorias sugeridas, benefícios esperados e métricas projetadas de resultado. \n\nOnde fazer: Capacitações e estudos em plataformas como Udemy, Fundação Dom Cabral e participação em palestras ou conteúdos voltados à gestão de processos, indicadores de desempenho e melhoria contínua. \n\nComo comprovar: Portfólio de melhorias contendo fluxogramas do processo antes e depois das propostas, registros das sessões de brainstorm realizadas e feedbacks recebidos sobre as propostas apresentadas.\n\n"",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Planejamento, Foco e Resultados""}",,,
330010,900676,1290046,colaborador,"Gostaria de alterar o prazo de 30/03/2026 para 30/05/2026, para que possa ter tempo suficiente de realizar as ações, levando em consideração as outras demandas de trabalho.","{""camposSelecionados"":[""Prazo""]}",aprovada,,2026-02-13 19:51:40,2026-02-23 14:54:06,1,"{""titulo"":""Atualização Profissional Contínua e Compartilhamento de Conhecimento"",""descricao"":""Detalhes da ação (Descrição da Ação)\nO que fazer: Desenvolver a gestão do conhecimento e a documentação institucional por meio da realização contínua de cursos de atualização e do compartilhamento estruturado dos aprendizados com a equipe. \n\nComo fazer: Elaborar um cronograma anual dividido em três ciclos de aprendizagem, selecionar cursos alinhados à área de atuação e às competências prioritárias, aplicar semanalmente ao menos uma técnica ou conceito aprendido na rotina de trabalho, apresentar os principais aprendizados em reuniões curtas com o time e produzir resumos visuais para facilitar a disseminação do conhecimento, incentivando a participação dos colegas. \n\nOnde fazer: Cursos de capacitação alinhados à área de atuação, leitura do livro Aprendendo a Aprender, de Barbara Oakley, uso de diário de aprendizado e ferramentas como Canva para organização e compartilhamento dos conteúdos. \n\nComo comprovar: Portfólio contendo certificados dos cursos realizados, registros das apresentações ou compartilhamentos efetuados, relato de aplicação prática dos aprendizados e feedbacks recebidos dos colegas.\n\n"",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Gestão do Tempo, Organização e Disciplina""}",,,
360001,900540,1290107,colaborador,O curso informado não existe na plataforma UC Sebrae. Achei somente um artigo mas o mesmo encontra-se fora do ar. Não disponível mais.,"{""camposSelecionados"":[""Título"",""Descrição"",""Prazo"",""Macro Competência""]}",aprovada,,2026-02-19 12:59:41,2026-02-26 16:36:00,1,"{""titulo"":""Inteligência Emocional e Autoconhecimento"",""descricao"":""- Qual a sugestão do que se deve fazer: Curso “Emoções no Trabalho: como gerenciá-las” – UC Sebrae (Ação 1). - Por que fazer: Porque DISC indica alta sensibilidade e busca por aprovação, podendo gerar maior impacto emocional em pressão ou conflito; ação fortalece autorregulação emocional. - Como se deve fazer: Acessar curso na Universidade Sebrae/Degreed; concluir módulos; registrar aprendizados; aplicar 3 estratégias em situações reais e observar efeitos. - Onde se pode fazer (quais as sugestões): Plataforma UC Sebrae ou Degreed. - Como comprovar que fez: Certificado + relatório das estratégias aplicadas e efeitos percebidos, validado pela liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Inteligência Emocional e Autoconhecimento""}",,,
360002,900542,1290107,colaborador,"Gostaria de verificar a possibilidade de substituir este curso por outro mais alinhado à minha rotina. Como minha atuação é majoritariamente presencial e raramente faço home office, o conteúdo sobre trabalho remoto acaba não tendo muita aplicação no meu dia a dia. Podemos ver uma opção de troca?","{""camposSelecionados"":[""Título"",""Descrição"",""Prazo"",""Macro Competência""]}",aprovada,,2026-02-19 13:03:43,2026-02-26 16:43:56,1,"{""titulo"":""Gestão de Tempo"",""descricao"":""- Qual a sugestão do que se deve fazer: Curso “Gestão de tempo para trabalhadores remotos” – UC Sebrae (Ação 1). - Por que fazer: Porque apresenta técnicas práticas para priorização e planejamento eficaz da rotina técnica, reduzindo urgências e melhorando cumprimento de prazos. - Como se deve fazer: Acessar UC Sebrae; concluir curso; aplicar técnica estudada (Eisenhower, 5W2H); compartilhar impactos após 15 dias. - Onde se pode fazer (quais as sugestões): Plataforma UC Sebrae. - Como comprovar que fez: Certificado + relatório com práticas adotadas e resultados percebidos, validado pela liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Gestão do Tempo, Organização e Disciplina""}",,,
360004,900544,1290107,colaborador,O curso informado não existe na plataforma ENAP. Não disponível mais.,"{""camposSelecionados"":[""Título"",""Descrição"",""Prazo"",""Macro Competência""]}",aprovada,,2026-02-19 13:06:37,2026-02-26 16:41:28,1,"{""titulo"":""Compras, Facilities e Gestão Contratual"",""descricao"":""- Qual a sugestão do que se deve fazer: Curso “LGPD para Organizações Públicas” – ENAP (Ação 1). - Por que fazer: Porque atua com dados sensíveis e a formação em LGPD é imprescindível para garantir conformidade e segurança jurídica na UTIC. - Como se deve fazer: Acessar ENAP; concluir curso; registrar 5 pontos críticos para UTIC; compartilhar plano de atenção aos riscos com liderança. - Onde se pode fazer (quais as sugestões): Plataforma Escola Virtual.Gov (ENAP). - Como comprovar que fez: Certificado + plano de atenção aos riscos validado pelo gestor."",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""TÉCNICA - Compras, Licitações, Facilities e Gestão Contratual""}",,,
360005,900389,1290045,colaborador,"SOLICITO alteração de: ""desenvolver um plano de ação pessoal contemplando tecnologias emergentes relevantes para a área e estruturar um projeto piloto de aplicação prática.  Como comprovar: Certificado de conclusão do curso acompanhado de relatório executivo contendo análise de tendências, SWOT digital e proposta concreta de melhoria ou projeto piloto a ser implementado.""

PARA: ""desenvolver um plano de ação pessoal contemplando tecnologias emergentes relevantes para a área .  Como comprovar: Certificado de conclusão do curso acompanhado de relatório executivo contendo análise de tendências, SWOT digital e proposta concreta de melhoria a ser implementado.""
","{""camposSelecionados"":[""Descrição""]}",aprovada,,2026-02-19 13:50:42,2026-03-02 19:39:35,1,"{""titulo"":""Atualização em Transformação Digital com Aplicação Estratégica"",""descricao"":""Detalhes da ação (Descrição da Ação)\n\nO que fazer: Atualizar conhecimentos sobre transformação digital e ferramentas emergentes, fortalecendo a visão estratégica e a mentalidade inovadora. \n\nComo fazer: Concluir curso de Transformação Digital, elaborar um mapa mental com os principais conceitos e tendências abordadas, desenvolver um plano de ação pessoal contemplando tecnologias emergentes relevantes para a área e estruturar um projeto piloto de aplicação prática. \n\nOnde fazer: Plataformas de ensino a distância como Sebrae, Udemy ou UNIFESO, com apoio de ferramentas de organização e visualização como MindMeister, Coggle ou Notion. \n\nComo comprovar: Certificado de conclusão do curso acompanhado de relatório executivo contendo análise de tendências, SWOT digital e proposta concreta de melhoria ou projeto piloto a ser implementado.\n"",""prazo"":""2026-06-30T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Inovação, Criatividade e Visão de Futuro""}",,,
360006,900388,1290045,colaborador,"De: Aprofundamento em Gestão Pública e Legislação Aplicada
Para: Aprofundamento em Gestão Tributária MPE - atualização 

De: Detalhes da ação (Descrição da Ação)

O que fazer: Aprofundar conhecimentos em gestão pública e legislação aplicada à área de atuação, fortalecendo a base técnica e a documentação institucional. 

Como fazer: Concluir o curso “Gestão Pública e Licitações”, oferecido pela Enap, e elaborar um resumo analítico destacando os principais conceitos aprendidos e seus impactos práticos na rotina de trabalho, especialmente no relacionamento com parcerias públicas. 

Onde fazer: Plataforma Enap, Escola Virtual Gov e Sebrae Play. 

Como comprovar: Certificado de conclusão do curso acompanhado de resumo analítico encaminhado ao gestor, evidenciando a aplicação dos conhecimentos no contexto profissional.

Para: O que fazer
Aprofundar conhecimentos em legislação tributária aplicada a Micro e Pequenas Empresas, com foco no Simples Nacional, obrigações acessórias e estratégias de desoneração fiscal para fortalecer a consultoria ou a gestão interna institucional.

Como fazer
Capacitação: Concluir cursos específicos sobre ""Gestão Tributária"" e ""Simples Nacional"".

Aplicação Prática: Elaborar uma Matriz de Impacto Tributário, comparando os regimes (Simples Nacional vs. Lucro Presumido) para o perfil das empresas atendidas, destacando oportunidades de regularização e redução de custos.

Onde fazer (Fontes Recomendadas)
Para este tema específico, as melhores plataformas são:

Sebrae Play: Essencial para a visão prática de tributação em pequenos negócios.

Escola Virtual Gov (EV.G/Enap): Busque por cursos de ""Tributação Básica"" ou ""Contabilidade Pública"" (se o foco for o ente público lidando com MPEs).

Conselho Regional de Contabilidade (CRC): Frequentemente oferece seminários online gratuitos sobre atualizações da Lei Complementar 123.

Como comprovar
Certificados de conclusão das plataformas citadas.

Relatório Técnico / Resumo Analítico: Documento assinado contendo a análise das recentes mudanças na legislação tributária (ano base 2025/2026) e como elas afetam o fluxo de trabalho atual.

","{""camposSelecionados"":[""Título"",""Descrição""]}",aprovada,,2026-02-19 13:58:55,2026-03-02 19:40:50,1,"{""titulo"":""Aprofundamento em Gestão Pública e Legislação Aplicada"",""descricao"":""Detalhes da ação (Descrição da Ação)\n\nO que fazer: Aprofundar conhecimentos em gestão pública e legislação aplicada à área de atuação, fortalecendo a base técnica e a documentação institucional. \n\nComo fazer: Concluir o curso “Gestão Pública e Licitações”, oferecido pela Enap, e elaborar um resumo analítico destacando os principais conceitos aprendidos e seus impactos práticos na rotina de trabalho, especialmente no relacionamento com parcerias públicas. \n\nOnde fazer: Plataforma Enap, Escola Virtual Gov e Sebrae Play. \n\nComo comprovar: Certificado de conclusão do curso acompanhado de resumo analítico encaminhado ao gestor, evidenciando a aplicação dos conhecimentos no contexto profissional.\n"",""prazo"":""2026-06-30T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Gestão do Tempo, Organização e Disciplina""}",,,
360007,900383,1290045,colaborador,"TITULO:
De: Fortalecimento do Posicionamento Profissional por Meio de Mentorias
Para: Fortalecimento do Posicionamento e Protagonismo Profissional

DESCRIÇÃO:
De: Detalhes da ação (Descrição da Ação)

O que fazer: Desenvolver protagonismo e autoconfiança na tomada de decisões por meio de mentorias e da construção de um plano estruturado de posicionamento profissional. 

Como fazer: Participar de três sessões de mentoria com referência interna, registrar os principais insights obtidos, elaborar um plano de posicionamento profissional contemplando metas, áreas de influência e estratégias de visibilidade, e construir um quadro de metas com ações práticas, como conduzir reuniões, representar a equipe ou propor soluções para desafios reais. 

Onde fazer: Mentorias internas, com apoio da Plataforma do BEM e acompanhamento do RH Regional. 

Como comprovar: Relatório contendo os insights das mentorias realizadas, entrega do plano de posicionamento ao mentor e registros da evolução percebida ao longo do processo.

Para: O que fazer
Desenvolver protagonismo, autoconfiança e visão estratégica para tomada de decisões, utilizando referências teóricas e práticas de liderança e comunicação assertiva para consolidar o posicionamento profissional no Sebrae.

Como fazer
Estudo Dirigido (Livro): Ler a obra ""Soft Skills: Competências essenciais para os novos tempos"" (ou “A Coragem de ser Imperfeito” de Brené Brown, para autoconfiança) e extrair os 5 pilares aplicáveis à função de Analista.

Capacitação (Vídeo/Curso): Concluir o curso ""Protagonismo e Carreira"" ou ""Comunicação Assertiva"" (disponíveis no Sebrae Play ou LinkedIn Learning).

Plano de Ação: Elaborar um Plano de Posicionamento Profissional contendo:

Cronograma de exposição positiva (ex: liderar 2 reuniões de projeto ou propor 1 melhoria no processo de atendimento).

Onde fazer
Sebrae Play, LinkedIn Learning, Biblioteca Corporativa e aplicação prática nas rotinas das Unidades (como nas frentes do projeto ART Araguacema ou ALI Rural).

Como comprovar
Resenha Crítica/Mapa Mental: Documento destacando os principais aprendizados do livro e do curso, correlacionando-os com os desafios da função atual.

Plano de Posicionamento Estruturado: Entrega do plano de metas e visibilidade validado pelo gestor imediato.
","{""camposSelecionados"":[""Título"",""Descrição""]}",aprovada,,2026-02-19 14:16:08,2026-03-02 19:42:50,1,"{""titulo"":""Fortalecimento do Posicionamento Profissional por Meio de Mentorias"",""descricao"":""Detalhes da ação (Descrição da Ação)\n\nO que fazer: Desenvolver protagonismo e autoconfiança na tomada de decisões por meio de mentorias e da construção de um plano estruturado de posicionamento profissional. \n\nComo fazer: Participar de três sessões de mentoria com referência interna, registrar os principais insights obtidos, elaborar um plano de posicionamento profissional contemplando metas, áreas de influência e estratégias de visibilidade, e construir um quadro de metas com ações práticas, como conduzir reuniões, representar a equipe ou propor soluções para desafios reais. \n\nOnde fazer: Mentorias internas, com apoio da Plataforma do BEM e acompanhamento do RH Regional. \n\nComo comprovar: Relatório contendo os insights das mentorias realizadas, entrega do plano de posicionamento ao mentor e registros da evolução percebida ao longo do processo.\n"",""prazo"":""2026-05-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Tomada de Decisão e Julgamento Técnico""}",,,
360008,900381,1290045,colaborador,"De: 30/03/2026
Para: 30/06/2026

Devido a data realização da SIPAT não ter data marcada em até março/2026","{""camposSelecionados"":[""Prazo""]}",aprovada,,2026-02-19 14:21:05,2026-03-02 19:43:01,1,"{""titulo"":""Ética, Integridade e Responsabilidade"",""descricao"":""Sugestão de desenvolvimento da Competência: Participar da SIPAT e ações de integridade promovidas pelo Sebrae (Princípios éticos, transparência e responsabilidade).\n\nPor que fazer: Para reforçar valores institucionais, senso de pertencimento e alinhamento à cultura de integridade.\n\nComo fazer: Acompanhar agenda interna; participar ativamente; contribuir com perguntas/ideias; registrar reflexões e aprendizados.\n\nOnde fazer: Eventos internos e encontros previstos na agenda da regional.\n\nComo comprovar: Registro de presença (assinatura/print/lista) + relato breve de aprendizados para compartilhar com o gestor."",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Ética, Integridade e Responsabilidade""}",,,
360009,900380,1290045,colaborador,"TÍTULO:
De: Estruturação de Sistema Pessoal de Planejamento e Gestão de Projetos
Para: Estruturação de Sistema Pessoal de Planejamento e Gestão de Eventos do Agro

DESCRIÇÃO:
De: Detalhes da ação (Descrição da Ação)

O que fazer: Aprimorar técnicas de planejamento e organização de projetos, fortalecendo o foco em resultados e a gestão de múltiplas demandas. 

Como fazer: Realizar aprendizado por meio de curso sobre planejamento e organização, mapear projetos e tarefas da rotina, implementar ferramenta de gestão (Trello ou Asana) com projetos reais, testar a técnica Pomodoro para foco e produtividade, consolidar um sistema pessoal de organização e compartilhar os aprendizados com a equipe. 

Onde fazer: Plataforma do curso escolhido e uso diário de ferramentas como Trello, Asana ou Toggl no ambiente de trabalho. 

Como comprovar: Certificado de conclusão do curso acompanhado de prints dos quadros implementados (projetos, prazos e prioridades) e relatório de resultados contendo comparação antes/depois, lições aprendidas e próximos passos.

Para: Aprimorar técnicas de planejamento e organização voltadas para a execução de eventos do agronegócio, fortalecendo a logística, o cumprimento de cronogramas e a gestão de múltiplas demandas simultâneas.

Detalhes da ação (O que fazer):
Desenvolver competências específicas para o planejamento e organização de eventos rurais e técnicos, otimizando o fluxo de trabalho desde a pré-produção até a entrega final.

Como fazer:

Realizar aprendizado por meio de curso ou imersão sobre planejamento e organização de eventos;

Mapear o calendário de eventos do agro e as tarefas operacionais da rotina (logística, fornecedores, mobilização);

Implementar ferramenta de gestão (Trello ou Asana) personalizada para o fluxo de eventos reais;

Testar a técnica Pomodoro para manter o foco em tarefas administrativas e de curadoria;

Consolidar um checklist padrão e um sistema pessoal de organização para feiras e encontros;

Compartilhar as boas práticas e aprendizados de logística com a equipe.

Onde fazer:
Plataforma do curso escolhido e uso diário de ferramentas como Trello, Asana ou Toggl no ambiente de trabalho e em campo.

Como comprovar:
Certificado de conclusão do curso acompanhado de prints dos quadros e checklists implementados (cronogramas de eventos, prazos de fornecedores e prioridades) e relatório de resultados contendo comparação antes/depois, lições aprendidas na execução dos eventos e próximos passos.","{""camposSelecionados"":[""Título"",""Descrição""]}",aprovada,,2026-02-19 14:29:18,2026-03-02 19:44:29,1,"{""titulo"":""Estruturação de Sistema Pessoal de Planejamento e Gestão de Projetos"",""descricao"":""Detalhes da ação (Descrição da Ação)\n\nO que fazer: Aprimorar técnicas de planejamento e organização de projetos, fortalecendo o foco em resultados e a gestão de múltiplas demandas. \n\nComo fazer: Realizar aprendizado por meio de curso sobre planejamento e organização, mapear projetos e tarefas da rotina, implementar ferramenta de gestão (Trello ou Asana) com projetos reais, testar a técnica Pomodoro para foco e produtividade, consolidar um sistema pessoal de organização e compartilhar os aprendizados com a equipe. \n\nOnde fazer: Plataforma do curso escolhido e uso diário de ferramentas como Trello, Asana ou Toggl no ambiente de trabalho. \n\nComo comprovar: Certificado de conclusão do curso acompanhado de prints dos quadros implementados (projetos, prazos e prioridades) e relatório de resultados contendo comparação antes/depois, lições aprendidas e próximos passos.\n"",""prazo"":""2026-06-30T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Planejamento, Foco e Resultados""}",,,
360010,900379,1290045,colaborador,"TÍTULO:
De: Desenvolvimento de Apresentação Institucional de Impacto
Para: Desenvolvimento de Apresentação Estratégica para Novos Negócios (Vale do Araguaia)

DESCRIÇÃO: 
DE: Detalhes da ação (Descrição da Ação)
O que fazer: Desenvolver uma apresentação de impacto sobre os serviços da regional, fortalecendo comunicação relacional e presença institucional. 

Como fazer: Definir três pilares principais da apresentação, elaborar roteiro com técnicas de storytelling, preparar slides de apoio, gravar versões de treino, testar a apresentação com pelo menos dois colegas para coleta de feedbacks, realizar ajustes necessários e apresentar a versão final em reunião, evento institucional ou encontro com parceiros. 

Onde fazer: Sala de reuniões, eventos institucionais e encontros com parceiros. 

Como comprovar: Gravação final do pitch com duração entre três e cinco minutos, acompanhada de relatório contendo as versões testadas e os feedbacks recebidos.

PARA: Descrição da Ação
O que fazer: Desenvolver uma apresentação institucional de alto impacto direcionada a clientes que buscam apoio do Sebrae para a implantação de novos negócios na região do Vale do Araguaia, focando em viabilidade, oportunidades locais e suporte técnico.

Como fazer: 1.  Definição de Pilares: Estabelecer os três eixos centrais da apresentação (ex: Potencial Econômico Regional, Desburocratização/Passo a Passo e Soluções Sebrae de Gestão).
2.  Roteirização: Elaborar um roteiro utilizando técnicas de storytelling que conecte o sonho do empreendedor às realidades do mercado regional.
3.  Suporte Visual: Preparar slides de apoio com dados atualizados sobre o Vale do Araguaia.
4.  Validação: Gravar versões de treino e testar a apresentação com pelo menos dois colegas da Regional para coletar feedbacks sobre a clareza das orientações.
5.  Refinamento: Realizar os ajustes necessários e apresentar a versão final em reuniões de atendimento coletivo, eventos de fomento ou encontros com potenciais investidores.

Onde fazer: Sede da Regional, salas de atendimento, eventos de empreendedorismo ou encontros com parceiros estratégicos no Vale do Araguaia.

Como comprovar: Gravação final do pitch (entre 3 e 5 minutos) focada no suporte à implantação de novos negócios, acompanhada de relatório com o registro das versões de teste e os feedbacks recebidos.","{""camposSelecionados"":[""Título"",""Descrição""]}",aprovada,,2026-02-19 14:50:14,2026-03-02 19:45:08,1,"{""titulo"":""Desenvolvimento de Apresentação Institucional de Impacto"",""descricao"":""Detalhes da ação (Descrição da Ação)\nO que fazer: Desenvolver uma apresentação de impacto sobre os serviços da regional, fortalecendo comunicação relacional e presença institucional. \n\nComo fazer: Definir três pilares principais da apresentação, elaborar roteiro com técnicas de storytelling, preparar slides de apoio, gravar versões de treino, testar a apresentação com pelo menos dois colegas para coleta de feedbacks, realizar ajustes necessários e apresentar a versão final em reunião, evento institucional ou encontro com parceiros. \n\nOnde fazer: Sala de reuniões, eventos institucionais e encontros com parceiros. \n\nComo comprovar: Gravação final do pitch com duração entre três e cinco minutos, acompanhada de relatório contendo as versões testadas e os feedbacks recebidos.\n"",""prazo"":""2026-06-30T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Comunicação""}",,,
360011,900376,1290045,colaborador,"De: 30/03/26
Para: 30/06/2026 

Pois em fevereiro que estamos iniciando o ciclo da consultorias em gestão e tecnológicas, não tendo tempo habil para concluir as consultorias e fazer as avaliações em até março de 2026","{""camposSelecionados"":[""Prazo""]}",aprovada,,2026-02-19 14:55:17,2026-03-02 19:45:19,1,"{""titulo"":""Atendimento e Relacionamento com o Cliente"",""descricao"":""Sugestão de desenvolvimento da Competência: Analisar e apresentar relatório de satisfação dos clientes da regional (Relacionamento com Clientes).Por que fazer: Para orientar decisões por dados, identificar padrões de satisfação e propor melhorias alinhadas às necessidades reais dos clientes.Como fazer: Acessar dados/relatórios; consolidar indicadores; identificar padrões e pontos de atenção; elaborar sugestões de melhoria baseadas em evidências; apresentar à liderança.Onde fazer: Banco de dados do Sebrae + relatórios institucionais da regional.Como comprovar: Relatório final com achados e propostas + apresentação à liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Atendimento e Relacionamento com o Cliente""}",,,
390001,900313,1290044,colaborador,31 Maio 2026,"{""camposSelecionados"":[""Prazo""]}",aprovada,,2026-02-19 19:45:35,2026-03-02 19:45:28,1,"{""titulo"":""Inovação, Criatividade e Visão Estratégica"",""descricao"":""- Qual a sugestão do que se deve fazer: Identificar oportunidades de melhoria e desenvolver visão estratégica. - Por que fazer: Para melhorar resultados e fortalecer a atuação profissional alinhada às necessidades do setor. - Como se deve fazer: Levantar dados e analisar processos e indicadores internos. - Onde se pode fazer (quais as sugestões): No próprio setor de trabalho, observando rotinas e resultados. - Como comprovar que fez: Relatório ou proposta formal apresentada à liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Inovação, Criatividade e Visão de Futuro""}",,,
390002,900531,1290043,colaborador,"Gostaria de alterar o prazo de 29/04/2026 para 30/06/2026, considerando que essa é uma complexa e que requer um maior prazo para aplicação, visando a obtenção de resultados a serem apresentados.","{""camposSelecionados"":[""Prazo""]}",aprovada,,2026-02-19 20:13:33,2026-03-02 19:45:40,1,"{""titulo"":""Atuação Protagonista com Foco em Presença Executiva"",""descricao"":"" Detalhes da ação (Descrição da Ação)\nO que fazer: Assumir protagonismo propondo melhorias internas na regional, fortalecendo a presença executiva e a postura profissional. \n\nComo fazer: Identificar oportunidades de melhoria em processos ou práticas internas, estruturar uma proposta prática e viável, apresentar a proposta à gestão destacando benefícios, metas e indicadores, acompanhar a implementação, realizar ajustes quando necessário e monitorar os resultados alcançados, utilizando ferramentas como análise SWOT, matriz de priorização, Canvas ou mapeamento de processos e definição de KPIs. \n\nOnde fazer: No ambiente da regional, por meio da análise de processos e práticas internas, com apoio de cursos internos, workshops do Sebrae e, quando aplicável, mentoria ou consultoria interna. \n\nComo comprovar: Proposta formal apresentada contendo benefícios, metas e indicadores, acompanhada de relato da aplicação com registro dos passos realizados, feedbacks recebidos, ajustes efetuados e resultados obtidos mensurados por indicadores ou impacto gerado.\n"",""prazo"":""2026-04-30T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Presença Executiva e Postura Profissional""}",,,
390003,900530,1290043,colaborador,"De: 

Detalhes da ação (Descrição da Ação) O que fazer: Aprimorar a capacidade de análise e apresentação de dados para apoiar decisões no setor público por meio do uso de ferramentas de business intelligence. Como fazer: Realizar curso prático de Power BI, desenvolver dashboards interativos utilizando dados públicos, elaborar relatórios técnicos baseados nas análises realizadas e apresentar os dashboards e relatórios em reunião interna ou para a gestão, explicando como os dados embasaram decisões ou recomendações estratégicas. Onde fazer: Cursos oferecidos pela Fundação Bradesco (Escola Virtual), Escola Virtual Gov e outras plataformas de capacitação em Power BI e análise de dados públicos. Como comprovar: Certificado de conclusão do curso acompanhado do dashboard produzido e de relato da aplicação prática, descrevendo como a análise de dados foi utilizada para apoiar decisões.

Para: 

Detalhes da ação (Descrição da Ação) O que fazer: Aprimorar a capacidade de análise e apresentação de dados para apoiar decisões no setor público por meio do uso de ferramentas de business intelligence. Como fazer: Realizar curso prático de Power BI, elaborar relatórios técnicos baseados nas análises realizadas e apresentar relatórios em reunião interna ou para a gestão, explicando como os dados embasaram decisões ou recomendações estratégicas. Onde fazer: Cursos oferecidos pela Fundação Bradesco (Escola Virtual), Escola Virtual Gov e outras plataformas de capacitação em Power BI e análise de dados públicos. Como comprovar: Certificado de conclusão do curso acompanhado de relato da aplicação prática, descrevendo como a análise de dados foi utilizada para apoiar decisões.

Explicação: A ação relacionada ao desenvolvimento de dashboards não depende 100% de mim, pois existe dentro da instituição outras unidades responsáveis por esse desenvolvimento. ","{""camposSelecionados"":[""Descrição""]}",aprovada,,2026-02-19 20:19:16,2026-03-02 19:47:53,1,"{""titulo"":""Análise e Visualização de Dados com Power BI para Apoio à Decisão"",""descricao"":""Detalhes da ação (Descrição da Ação)\n\nO que fazer: Aprimorar a capacidade de análise e apresentação de dados para apoiar decisões no setor público por meio do uso de ferramentas de business intelligence. \n\nComo fazer: Realizar curso prático de Power BI, desenvolver dashboards interativos utilizando dados públicos, elaborar relatórios técnicos baseados nas análises realizadas e apresentar os dashboards e relatórios em reunião interna ou para a gestão, explicando como os dados embasaram decisões ou recomendações estratégicas. \n\nOnde fazer: Cursos oferecidos pela Fundação Bradesco (Escola Virtual), Escola Virtual Gov e outras plataformas de capacitação em Power BI e análise de dados públicos. \n\nComo comprovar: Certificado de conclusão do curso acompanhado do dashboard produzido e de relato da aplicação prática, descrevendo como a análise de dados foi utilizada para apoiar decisões.\n\n"",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""TÉCNICA - Tecnologia, Dados e Transformação Digital""}",,,
390004,900529,1290043,colaborador,"Gostaria de alterar o prazo de 30/03/2026 para 30/05/2026, considerando que essa ação requer um maior prazo para aplicação, visando a obtenção de resultados a serem apresentados.","{""camposSelecionados"":[""Prazo""]}",aprovada,,2026-02-19 20:22:58,2026-03-02 19:48:03,1,"{""titulo"":""Desenvolvimento da Comunicação Estratégica e Influente"",""descricao"":"" Detalhes da ação (Descrição da Ação)\nO que fazer: Aprimorar a comunicação estratégica e influente para aumentar impacto e poder de persuasão em apresentações e reuniões profissionais. \n\nComo fazer: Realizar curso voltado a apresentações de alto impacto, aplicar os aprendizados em pelo menos uma apresentação prática, como palestra interna ou exposição de projeto, solicitar feedback da audiência e utilizar técnicas de storytelling, estruturação de roteiro e, quando possível, gravação da apresentação para autoavaliação. \n\nOnde fazer: Cursos oferecidos por instituições como Wharton (modalidade online/executiva) e Conquer – Escola de Negócios, com aplicação prática em apresentações internas com equipes ou parceiros. \n\nComo comprovar: Certificado de conclusão do curso acompanhado de registro da apresentação prática realizada, como vídeo, fotos, slides ou confirmação dos participantes, além de feedbacks coletados quando disponíveis.\n\n\n"",""prazo"":""2026-03-31T00:00:00.000Z"",""competencia"":""COMPORTAMENTAL - Adaptabilidade, Flexibilidade e Resiliência""}",,,
